name,country,average,strike_rate,boundary_per_ball,boundary_index,not_out_pct,duck_index,RwoB_index,big_match_index,prelim_metric,prelim_rank
Adnan Ilyas,OMA,23.45,118.34,0.11,2.182,0.0,0.0,13.273,0.091,27.751,Good
Najeeb Tarakai,AFG,21.5,122.85,0.162,2.833,0.0,0.083,8.0,0.083,26.413,Good
SA Jumbe,TAN,11.17,98.09,0.118,1.0,0.258,0.129,3.645,0.0,10.957,Average
Khurram Nawaz,OMA,19.76,119.53,0.135,1.611,0.278,0.056,6.5,0.056,23.619,Good
Mohamed Arief,MAL,19.76,124.75,0.165,2.125,0.188,0.0,6.812,0.062,24.651,Good
Umer Toor,BHR,17.13,118.98,0.167,2.4,0.0,0.2,5.667,0.067,20.381,Good
A Sharma,UAE,32.0,110.34,0.159,4.111,0.111,0.111,11.556,0.333,35.309,Good
I Udana,SL,18.28,137.63,0.161,1.2,0.44,0.12,4.32,0.04,25.159,Good
Imran Ameer,MLT,21.25,105.37,0.12,1.706,0.294,0.0,7.706,0.0,22.391,Good
SE Marsh,AUS,18.21,102.82,0.101,1.667,0.067,0.133,9.0,0.0,18.724,Average
Muhammad Amir,MAL,14.16,102.82,0.129,1.778,0.0,0.111,6.278,0.056,14.559,Average
S Thanikaithasan,DEN,18.21,107.14,0.097,1.438,0.125,0.062,9.188,0.0,19.51,Average
SF Mire,ZIM,31.62,129.08,0.184,4.5,0.0,0.0,10.375,0.25,40.815,Good
L Lamin,SLE,25.1,91.27,0.091,1.562,0.375,0.062,8.438,0.0,22.909,Good
R Escobar,Arg,22.72,86.5,0.069,1.333,0.267,0.067,11.067,0.067,19.653,Average
DP Michael,Samoa,31.25,114.15,0.119,2.6,0.2,0.1,12.0,0.3,35.672,Good
Abhishek Ahuja,HUN,19.15,105.5,0.136,2.462,0.0,0.231,7.769,0.077,20.203,Good
DT Johnston,IRE,20.75,135.32,0.13,1.263,0.368,0.053,6.895,0.053,28.079,Good
RV Uthappa,IND,24.9,118.0,0.152,2.667,0.167,0.083,9.083,0.083,29.382,Good
Ehsan Khan,HKG,19.07,114.28,0.115,0.962,0.5,0.154,4.769,0.0,21.793,Good
Mehidy Hasan Miraz,BAN,14.58,118.66,0.134,1.4,0.15,0.1,5.9,0.0,17.301,Average
KD Abeyrathna,NOR,17.57,86.01,0.084,1.5,0.125,0.062,8.875,0.0,15.112,Average
R Rohan,SGP,12.3,102.5,0.133,1.6,0.0,0.2,5.3,0.0,12.608,Average
ZE Green,NAM,11.13,92.45,0.083,0.846,0.154,0.115,5.731,0.0,10.29,Average
A Randhawa,Aut,17.5,83.9,0.072,1.4,0.067,0.0,10.067,0.067,14.682,Average
Shamim Hossain,BAN,22.27,119.51,0.156,2.462,0.154,0.0,8.077,0.077,26.615,Good
Aqib Iqbal,Aut,16.26,96.82,0.079,1.0,0.25,0.05,7.6,0.0,15.743,Average
SKDT Madusanka,SEY,30.5,94.94,0.125,2.667,0.333,0.083,9.167,0.083,28.957,Good
CJ Delany,GIBR,24.3,108.48,0.121,2.077,0.231,0.077,10.231,0.154,26.361,Good
Shafiq Sharif,MAL,20.25,127.89,0.205,3.0,0.077,0.231,5.769,0.077,25.898,Good
Sulaiman Ali,BUL,13.44,115.78,0.153,1.684,0.053,0.053,4.842,0.0,15.561,Average
JN Frylinck,NAM,20.08,103.87,0.065,0.714,0.429,0.048,8.238,0.0,20.857,Good
GSNFG Jayasuriya,SL,15.06,108.55,0.126,1.75,0.0,0.062,7.062,0.0,16.348,Average
UT Khawaja,AUS,26.77,132.41,0.198,4.0,0.0,0.0,9.667,0.111,35.446,Good
IDM Latin,GIBR,20.08,121.71,0.146,2.231,0.077,0.154,7.615,0.077,24.439,Good
JN Malan,SA,21.9,129.56,0.194,3.273,0.0,0.091,6.818,0.091,28.374,Good
T Whiteman,LUX,34.42,117.56,0.151,2.583,0.417,0.083,8.75,0.083,40.464,Good
Adil Butt,SWZ,24.0,127.65,0.181,3.4,0.0,0.1,9.6,0.2,30.636,Good
P Kurup,BHR,24.0,116.5,0.126,2.364,0.091,0.0,11.091,0.091,27.96,Good
O Manishimwe,RWN,10.43,71.85,0.054,0.667,0.148,0.185,6.074,0.0,7.494,Poor
SW Poynter,IRE,16.0,112.67,0.131,1.333,0.286,0.0,5.524,0.0,18.027,Average
BN Toube,CAM,18.38,93.35,0.137,2.692,0.0,0.154,6.385,0.0,17.158,Average
Ashfaq Ahmed,UAE,19.83,128.64,0.205,3.167,0.0,0.167,6.167,0.25,25.509,Good
PF Gallagher,Fin,12.52,125.26,0.163,1.409,0.136,0.227,3.909,0.0,15.683,Average
N Khanna,MLT,14.0,124.6,0.157,1.25,0.292,0.083,4.5,0.0,17.444,Average
J Mubarak,SL,21.63,126.59,0.154,1.933,0.267,0.133,7.067,0.0,27.381,Good
AA Onikoyi,NGA,18.3,87.82,0.103,1.867,0.133,0.133,7.2,0.0,16.071,Average
RA Sealy,Caym,29.75,158.66,0.18,3.0,0.111,0.0,10.667,0.111,47.201,Good
K Dasan,BUL,29.62,106.75,0.104,2.556,0.111,0.0,15.222,0.111,31.619,Good
Khalid Latif,PAK,21.54,103.49,0.135,2.385,0.154,0.077,7.769,0.077,22.292,Good
RE Levi,SA,21.45,141.31,0.21,2.692,0.154,0.231,5.077,0.231,30.311,Good
YK Pathan,IND,18.15,146.58,0.174,1.556,0.278,0.167,5.0,0.0,26.604,Good
SA Wijeyeratne,CAN,29.5,132.58,0.213,4.222,0.111,0.111,8.889,0.333,39.111,Good
C Hartmann,IOM,18.07,107.79,0.101,1.222,0.278,0.222,7.278,0.0,19.478,Average
CN Onwuzulike,NGA,13.82,99.57,0.106,1.316,0.105,0.105,6.263,0.053,13.761,Average
Z Bimenyimana,RWN,8.62,132.38,0.165,0.806,0.25,0.194,2.306,0.0,11.411,Average
AT Carey,AUS,11.09,108.37,0.121,1.0,0.192,0.077,4.423,0.0,12.018,Average
CN Greaves,SCOT,25.88,113.1,0.126,1.733,0.4,0.0,7.8,0.0,29.27,Good
SI Runsewe,NGA,19.41,101.3,0.104,1.5,0.25,0.125,8.562,0.0,19.662,Average
ES Szwarczynski,NED,21.18,95.88,0.099,2.0,0.083,0.0,11.083,0.0,20.307,Good
C Munoz-Mills,ESP,21.09,126.08,0.147,1.35,0.45,0.05,5.1,0.0,26.59,Good
V Mbazo,BOT,11.55,90.94,0.087,0.917,0.167,0.125,5.458,0.0,10.504,Average
JF Mooney,IRE,16.5,107.94,0.121,1.13,0.391,0.0,5.435,0.0,17.81,Average
AR Cusack,IRE,15.26,129.37,0.13,1.095,0.286,0.048,5.952,0.048,19.742,Average
L Yamamoto-Lake,JPN,19.08,124.45,0.163,2.308,0.077,0.154,7.154,0.154,23.745,Good
Aftab Ahmed,BAN,22.8,128.08,0.18,2.909,0.091,0.0,8.0,0.091,29.202,Good
F Akankwasa,UGA,14.25,118.75,0.161,1.476,0.238,0.095,4.0,0.048,16.922,Average
Amar Sharma,MLT,14.25,91.56,0.06,0.714,0.238,0.048,7.714,0.0,13.047,Average
T Mishra,KENYA,15.13,86.31,0.072,1.267,0.0,0.133,9.533,0.0,13.059,Average
G Venkateswaran,LUX,15.13,98.69,0.117,1.588,0.118,0.0,6.294,0.059,14.932,Average
C Bisson,JER,18.83,127.68,0.164,2.071,0.143,0.214,7.143,0.071,24.042,Good
T Sandeep,SWZ,32.28,104.62,0.134,2.9,0.3,0.0,10.8,0.1,33.771,Good
DJ Willey,ENG,15.06,130.63,0.162,1.077,0.423,0.077,3.385,0.0,19.673,Average
WJ Cope,LUX,11.25,112.5,0.155,1.148,0.259,0.222,3.667,0.0,12.656,Average
DAS Gunaratne,SL,25.0,126.4,0.14,2.083,0.25,0.167,9.417,0.167,31.6,Good
Sajid Cheema,KSA,20.45,110.29,0.152,2.818,0.0,0.091,7.182,0.091,22.554,Good
ED Silva,KUW,25.0,202.7,0.306,3.091,0.182,0.182,4.273,0.182,50.675,Good
T Stubbs,SA,20.45,158.45,0.211,2.5,0.083,0.167,6.25,0.083,32.403,Good
MN van Wyk,SA,37.5,143.31,0.21,4.714,0.143,0.0,9.286,0.429,53.741,Good
CAK Walton,WI,13.23,110.83,0.167,2.0,0.0,0.294,3.941,0.0,14.663,Average
VS Padhaal,Fin,11.2,85.82,0.073,0.864,0.091,0.045,6.273,0.0,9.612,Poor
Sompal Kami,NEP,13.17,109.8,0.123,1.0,0.32,0.08,4.32,0.0,14.461,Average
PD Hennessy,ESP,22.3,113.19,0.112,2.0,0.091,0.182,10.636,0.182,25.241,Good
Aritra Dutta,SGP,16.92,113.98,0.14,2.077,0.0,0.0,6.923,0.0,19.285,Average
Bilal Muhammad,MLT,14.66,142.85,0.169,1.238,0.286,0.143,4.19,0.0,20.942,Good
Mazharul Islam,SEY,22.0,105.76,0.13,2.25,0.167,0.167,9.0,0.083,23.267,Good
S Veerapathiran,BHR,12.94,119.56,0.141,1.04,0.32,0.12,3.6,0.0,15.471,Average
Jitin Singh,TAN,14.6,109.5,0.145,1.812,0.062,0.125,6.312,0.062,15.987,Average
AD Poynter,IRE,19.9,119.02,0.158,2.071,0.214,0.071,6.214,0.071,23.685,Good
Tanwir Afzal,HKG,13.68,126.58,0.139,1.333,0.111,0.222,5.167,0.056,17.316,Average
SSJ Brooks,WI,19.81,102.83,0.123,2.167,0.083,0.167,7.667,0.083,20.371,Good
Bilal Tahir,KUW,15.5,136.47,0.189,1.579,0.263,0.158,3.526,0.0,21.153,Good
A Halbhavi,LUX,14.46,108.5,0.155,2.067,0.0,0.333,5.8,0.0,15.689,Average
TT Bresnan,ENG,16.61,127.05,0.129,1.0,0.409,0.136,5.273,0.0,21.103,Good
DO Obuya,KENYA,27.0,94.73,0.114,2.6,0.2,0.1,10.4,0.2,25.577,Good
MJG Rippon,NED/NZ,30.85,112.5,0.094,1.636,0.364,0.182,12.545,0.0,34.706,Good
ARA Chambers,PORT,17.91,94.29,0.118,2.077,0.077,0.077,8.077,0.0,16.887,Average
G Chaturvedi,MLT,12.64,106.43,0.153,1.722,0.056,0.111,4.722,0.0,13.453,Average
KMDN Kulasekara,SL,10.23,116.84,0.114,0.7,0.3,0.133,3.9,0.0,11.953,Average
EMDY Munaweera,SL,17.91,131.09,0.195,2.462,0.077,0.077,5.615,0.077,23.478,Good
Ali Nayyer,SUI,35.83,136.07,0.133,1.5,0.571,0.071,7.786,0.0,48.754,Good
Sayed Monib,KUW,21.5,193.69,0.288,2.133,0.333,0.0,3.4,0.0,41.643,Good
P Murungi,UGA,16.46,121.59,0.142,1.25,0.35,0.0,4.9,0.0,20.014,Good
S Prasanna,SL,15.28,132.91,0.161,1.3,0.3,0.0,4.2,0.0,20.309,Good
RG Aga,KENYA,13.31,108.67,0.102,1.111,0.111,0.0,6.833,0.056,14.464,Average
SP Gomes,PORT,42.6,123.12,0.15,3.714,0.286,0.143,14.429,0.286,52.449,Good
HV Mandhyan,HUN,13.31,98.61,0.111,1.412,0.059,0.059,5.941,0.0,13.125,Average
RD Gaikwad,IND,23.55,126.19,0.161,2.7,0.1,0.0,9.0,0.2,29.718,Good
Gurpratap Singh,CYP,19.27,142.28,0.195,2.636,0.0,0.091,5.636,0.091,27.417,Good
B McMullen,SCOT,42.4,154.74,0.19,4.333,0.167,0.0,14.333,0.333,65.61,Good
Anwar Arudin,MAL,10.04,101.93,0.15,1.476,0.0,0.238,3.476,0.0,10.234,Average
Hassan Rasheed,MDV,13.18,87.91,0.075,1.125,0.0,0.062,7.938,0.0,11.587,Average
Haris Sohail,PAK,19.09,102.94,0.093,1.462,0.154,0.077,9.846,0.154,19.651,Average
CA Ingram,SA,26.25,129.62,0.185,3.333,0.111,0.111,8.444,0.111,34.025,Good
P Silas,BOT,14.0,104.47,0.075,0.789,0.211,0.263,7.474,0.0,14.626,Average
J Bangura,SLE,16.0,74.02,0.085,1.714,0.071,0.286,7.571,0.0,11.843,Average
Ghulam Shabber,UAE,18.9,114.28,0.154,2.0,0.214,0.0,6.286,0.071,21.599,Good
Hisham Sheikh,KSA,17.33,86.3,0.046,0.786,0.143,0.071,11.571,0.0,14.956,Average
Abdul Shakoor,ROM,18.81,94.52,0.087,1.357,0.214,0.071,9.071,0.0,17.779,Average
Khizar Hayat,MAL,14.78,111.89,0.108,1.0,0.3,0.1,5.95,0.0,16.537,Average
R Mazumder,CYP,23.0,125.45,0.158,2.364,0.182,0.0,8.273,0.091,28.854,Good
BMAJ Mendis,SL,18.81,118.96,0.138,1.6,0.267,0.067,6.6,0.0,22.376,Good
L Canessane,Fran,17.16,126.38,0.147,1.6,0.2,0.0,6.267,0.067,21.687,Good
RM Siri,Arg,25.75,101.47,0.094,1.9,0.2,0.1,12.6,0.0,26.129,Good
G Thakur,MLT,29.42,132.9,0.187,3.625,0.125,0.0,9.75,0.125,39.099,Good
Ali Masood,EST,22.77,102.5,0.135,2.7,0.1,0.1,9.1,0.1,23.339,Good
DL Vettori,NZ,12.81,107.89,0.084,0.727,0.273,0.136,6.227,0.0,13.821,Average
Rony Talukdar,BAN,25.5,137.83,0.189,3.5,0.0,0.0,10.0,0.125,35.147,Good
S Ashwathnarayana,HUN,25.37,125.3,0.154,2.273,0.273,0.091,7.364,0.091,31.789,Good
JM Kemp,SA,50.75,126.87,0.169,3.857,0.429,0.0,10.714,0.143,64.387,Good
Maaz Khan,LES,18.45,152.63,0.211,2.333,0.083,0.333,5.417,0.167,28.16,Good
DS Smith,WI,33.83,126.08,0.168,4.5,0.0,0.0,14.167,0.333,42.653,Good
R Gunasekera,CAN,25.25,107.44,0.144,3.375,0.0,0.0,10.75,0.125,27.129,Good
A Otwani,UGA,12.62,102.02,0.141,1.75,0.0,0.25,5.25,0.0,12.875,Average
Atif Rasheed,Fin,25.12,141.54,0.148,2.333,0.111,0.111,10.333,0.0,35.555,Good
J Botha,SA,18.27,121.81,0.145,1.2,0.45,0.05,4.35,0.0,22.255,Good
Ijaz Hussain,ROM,11.82,93.92,0.121,1.3,0.15,0.0,4.15,0.0,11.101,Average
K Nestor,GIBR,10.05,87.39,0.104,1.043,0.13,0.217,3.87,0.0,8.783,Poor
Mohammad Saifuddin,BAN,18.18,113.63,0.131,1.15,0.45,0.1,4.7,0.0,20.658,Good
S Pokhriyal,CZK-R,25.0,107.52,0.183,3.778,0.111,0.111,6.444,0.111,26.88,Good
W Boshoff,SWE,11.7,81.89,0.062,0.882,0.0,0.118,7.941,0.0,9.581,Poor
TK Musakanda,ZIM,16.41,120.12,0.128,1.75,0.0,0.167,8.75,0.0,19.712,Average
S Hook,EST,19.5,102.63,0.116,2.0,0.091,0.182,8.455,0.091,20.013,Good
K Mendon,CZK-R,32.33,106.01,0.104,1.462,0.538,0.0,8.308,0.0,34.273,Good
Noman Amjad,Fran,16.16,107.77,0.083,0.938,0.25,0.062,7.625,0.0,17.416,Average
Mehran Khan,OMA,12.86,111.56,0.116,1.053,0.211,0.053,5.316,0.0,14.347,Average
OF Smith,WI,14.84,139.85,0.181,1.25,0.35,0.1,3.45,0.0,20.754,Good
JTS Sumerauer,JER,10.15,116.26,0.12,0.833,0.208,0.083,4.208,0.042,11.8,Average
Asad Shafiq,PAK,19.2,103.78,0.114,2.1,0.0,0.0,10.4,0.0,19.926,Average
Mukhtar Ahmed,PAK,32.0,143.28,0.209,4.667,0.0,0.0,11.667,0.333,45.85,Good
S Ravichandran,JPN,17.45,113.6,0.112,1.583,0.083,0.083,8.667,0.0,19.823,Average
T Jamtsho,BHU,23.87,103.24,0.114,2.333,0.111,0.111,9.667,0.111,24.643,Good
Manpreet Singh,ITA,17.36,90.95,0.081,1.062,0.312,0.062,7.312,0.0,15.789,Average
Muslim Yar,GER,19.1,125.65,0.132,1.333,0.333,0.067,6.333,0.0,23.999,Good
Asif Khan,UAE,27.14,131.94,0.146,2.333,0.222,0.111,9.333,0.0,35.809,Good
C Forbes,SWA/SWZ,13.57,86.75,0.132,2.071,0.0,0.071,4.857,0.0,11.772,Average
Surya Anand,DEN,19.0,100.52,0.074,1.0,0.286,0.143,8.714,0.0,19.099,Average
Yusuf Ebrahim,PNM,23.75,116.56,0.153,2.778,0.111,0.111,8.889,0.111,27.683,Good
JA Fitzgerald,GIBR,18.9,120.38,0.096,0.75,0.5,0.1,5.65,0.0,22.752,Good
Hamid Mahmood,SWE,31.5,101.06,0.107,2.5,0.25,0.125,13.125,0.25,31.834,Good
Naeem Gull,SWA/SWZ,15.75,86.3,0.132,2.231,0.077,0.077,5.308,0.077,13.592,Average
SR Patel,ENG,15.75,109.24,0.127,1.571,0.143,0.143,6.5,0.071,17.205,Average
Umar Nawaz,SWE,21.0,100.53,0.133,2.778,0.0,0.0,7.889,0.111,21.111,Good
Ammad Uddin,BHR,23.37,171.55,0.266,2.636,0.273,0.0,4.455,0.0,40.091,Good
CJ Bowes,NZ,17.0,119.87,0.186,2.636,0.0,0.091,6.091,0.091,20.378,Good
CD McMillan,NZ,31.16,159.82,0.188,3.143,0.143,0.0,10.143,0.143,49.8,Good
SP Patil,UAE,14.38,85.77,0.092,1.538,0.0,0.231,7.615,0.0,12.334,Average
KMA Paul,WI,20.77,112.65,0.127,1.312,0.438,0.125,5.062,0.0,23.397,Good
Azmatullah Omarzai,AFG,16.81,112.12,0.127,1.5,0.214,0.0,6.071,0.0,18.847,Average
SM Curran,ENG,10.88,117.08,0.12,0.76,0.32,0.0,3.64,0.0,12.738,Average
Fiaz Ahmed,BHR,20.55,120.91,0.137,1.75,0.25,0.25,6.25,0.083,24.847,Good
AA Jasani,TAN,37.0,121.71,0.138,3.5,0.167,0.0,14.833,0.167,45.033,Good
LA Musiani,Arg,13.21,90.24,0.073,0.938,0.125,0.125,7.688,0.0,11.921,Average
R Ashwin,IND,26.28,115.0,0.131,1.105,0.632,0.0,4.842,0.0,30.222,Good
LC Le Tissier,GUE,11.5,114.28,0.168,1.5,0.111,0.056,3.889,0.0,13.142,Average
BJ Hodge,AUS,26.14,127.08,0.111,1.455,0.364,0.0,9.545,0.0,33.219,Good
Kushal Malla,NEP,20.33,144.09,0.213,2.077,0.308,0.154,3.769,0.077,29.293,Good
D Heyliger,CAN,45.5,154.23,0.195,1.533,0.733,0.067,4.533,0.0,70.175,Good
CPPM Sadun,CYP,22.5,104.04,0.127,2.0,0.273,0.091,7.636,0.091,23.409,Good
SR Bhudia,KENYA,11.93,102.28,0.097,1.0,0.118,0.118,5.824,0.0,12.202,Average
CAJ Meschede,GER,44.75,155.65,0.2,4.6,0.2,0.2,11.8,0.2,69.653,Good
Mudassar Muhammad,GER,17.9,94.7,0.095,1.8,0.0,0.1,9.7,0.0,16.951,Average
N Acawei,Fiji,19.77,107.22,0.151,2.5,0.1,0.1,6.6,0.0,21.197,Good
Nazimuddin,BAN,25.42,112.65,0.146,3.286,0.0,0.286,9.429,0.143,28.636,Good
AE Paraam,SGP,59.33,154.78,0.191,4.4,0.4,0.2,16.4,0.6,91.831,Good
H Rashid,SWZ,13.69,88.11,0.114,1.533,0.133,0.133,5.067,0.0,12.062,Average
Sidhant Singh,SGP,25.42,131.85,0.156,2.333,0.222,0.111,9.111,0.222,33.516,Good
L Emilio,MOZ,12.57,93.12,0.111,1.167,0.222,0.056,4.889,0.0,11.705,Average
R Gaznavi,SGP,11.0,83.01,0.075,0.941,0.059,0.059,6.235,0.0,9.131,Poor
Kaleem Shah,MOZ,29.33,103.52,0.147,3.571,0.143,0.143,9.714,0.143,30.362,Good
Mohammad Naveed,UAE,12.57,119.72,0.17,1.042,0.417,0.125,2.5,0.0,15.049,Average
Mukhtar Ghulami,Fran,22.0,114.28,0.13,2.222,0.111,0.0,8.667,0.0,25.142,Good
P Aho,NGA,14.58,108.02,0.086,0.875,0.25,0.188,7.188,0.0,15.749,Average
Ritik Tomar,CZK-R,15.9,138.88,0.167,1.4,0.267,0.133,5.133,0.0,22.082,Good
LPC Silva,SL,13.46,98.87,0.124,1.467,0.133,0.0,5.4,0.0,13.308,Average
WD Parnell,SA,17.4,96.66,0.094,0.739,0.565,0.043,4.261,0.0,16.819,Average
JT Smuts,SA,13.38,105.45,0.145,1.846,0.0,0.077,5.077,0.0,14.109,Average
NT Tilak Varma,IND,34.8,138.09,0.175,3.143,0.286,0.143,10.286,0.143,48.055,Good
L Vincent,NZ,19.33,100.0,0.115,2.222,0.0,0.111,9.778,0.0,19.33,Average
Maidul Islam,EST,14.41,96.64,0.117,1.75,0.0,0.167,6.583,0.0,13.926,Average
CD Wallace,SCOT,17.3,107.45,0.112,1.125,0.375,0.062,5.938,0.0,18.589,Average
OGL Bascome,BMUDA,11.46,96.62,0.124,1.294,0.118,0.0,4.235,0.0,11.073,Average
Nouman Sarwar,QAT,57.33,134.37,0.172,2.444,0.667,0.111,8.0,0.0,77.034,Good
IK Pathan,IND,24.57,119.44,0.111,1.143,0.5,0.0,6.714,0.0,29.346,Good
GD Elliott,NZ,15.54,108.91,0.089,0.933,0.267,0.0,7.4,0.0,16.925,Average
YSD Seneveratne,Caym,17.1,90.95,0.128,2.4,0.0,0.1,6.1,0.1,15.552,Average
MNR Cooray,MDV,34.0,114.86,0.162,4.0,0.167,0.0,11.333,0.167,39.052,Good
T Marumani,ZIM,10.62,91.89,0.097,1.125,0.0,0.062,5.625,0.0,9.759,Poor
Mohamed Azzam,MDV,11.33,80.56,0.062,0.722,0.167,0.056,6.556,0.0,9.127,Poor
A Natubhai Ahir,PNM,14.16,103.65,0.146,2.0,0.0,0.167,4.833,0.083,14.677,Average
TS Fray,BMUDA,14.08,90.37,0.107,1.333,0.2,0.2,5.667,0.067,12.724,Average
C Brennan,JER,18.66,112.75,0.134,1.818,0.182,0.091,6.364,0.091,21.039,Good
SM Sharif,SCOT,14.0,121.73,0.109,0.577,0.538,0.115,3.769,0.0,17.042,Average
M van Lingen,NAM,16.8,103.7,0.13,2.1,0.0,0.0,7.8,0.1,17.422,Average
M Yunusu Issa,TAN,12.92,129.23,0.154,1.0,0.35,0.05,3.5,0.0,16.697,Average
Ahmed Hassan,SUI,55.66,149.1,0.214,4.0,0.5,0.0,7.833,0.167,82.989,Good
I Kaia,ZIM,16.7,94.88,0.097,1.7,0.0,0.0,9.3,0.1,15.845,Average
GA Priandana,INA,20.87,90.76,0.098,2.0,0.111,0.0,9.667,0.0,18.942,Average
Ali Raza,Belg,23.85,156.07,0.215,2.875,0.125,0.125,6.375,0.125,37.223,Good
O Bascome,BMUDA,11.85,100.0,0.127,1.4,0.067,0.133,4.267,0.0,11.85,Average
HJ Jordaan,THAI,23.71,79.04,0.067,1.75,0.125,0.0,12.75,0.0,18.74,Average
A Pusthay,Fin,13.83,94.31,0.08,1.167,0.0,0.083,9.0,0.083,13.043,Average
NK Tiwari,CYP,18.44,90.21,0.092,1.7,0.1,0.2,9.2,0.0,16.635,Average
Irfan Hafejee,PNM,18.33,68.75,0.071,1.7,0.1,0.1,9.5,0.0,12.602,Average
JN Loftie-Eaton,NAM,11.0,98.8,0.102,1.0,0.118,0.118,5.353,0.0,10.868,Average
PR Surve,INA,23.57,97.63,0.095,2.286,0.0,0.0,13.571,0.143,23.011,Good
Umar Gul,PAK,9.16,105.76,0.135,0.778,0.333,0.222,2.259,0.0,9.688,Poor
MRJ Watt,SCOT,11.78,122.22,0.141,0.792,0.417,0.167,3.542,0.0,14.398,Average
Tarun Sharma,Mex,23.42,102.5,0.112,2.25,0.125,0.125,10.0,0.0,24.006,Good
Waqas Khan,HKG,16.4,86.77,0.058,0.786,0.286,0.071,7.857,0.071,14.23,Average
TN de Grooth,NED,20.37,105.16,0.11,1.308,0.385,0.0,7.154,0.0,21.421,Good
G Singh,USA,27.16,126.35,0.147,2.714,0.143,0.143,9.286,0.286,34.317,Good
Zawar Farid,UAE,12.53,128.34,0.157,1.25,0.188,0.125,4.188,0.062,16.081,Average
EF Beard,IOM,18.0,109.45,0.108,1.231,0.308,0.154,7.077,0.0,19.701,Average
H Hiri,PNG,16.2,123.66,0.153,1.667,0.167,0.0,5.333,0.0,20.033,Good
Akhil Anil,TAN,14.63,129.83,0.177,1.571,0.214,0.071,4.071,0.071,18.994,Average
H Davids,SA,17.88,120.14,0.164,2.444,0.0,0.222,7.222,0.222,21.481,Good
Rafiullah,OMA,16.1,175.0,0.239,2.2,0.0,0.1,4.1,0.0,28.175,Good
Waqas Ahmad,MLT,20.12,161.0,0.22,1.833,0.333,0.25,4.083,0.083,32.393,Good
Samir Patel,LES,16.0,101.26,0.114,1.5,0.167,0.167,6.5,0.0,16.202,Average
Saqlain Arshad,QAT,26.66,106.66,0.147,3.667,0.0,0.0,11.0,0.0,28.436,Good
Walid Ghauri,NOR,26.66,96.38,0.114,2.714,0.143,0.0,11.143,0.0,25.695,Good
JP Faulkner,AUS,14.45,115.21,0.087,0.667,0.389,0.0,5.611,0.0,16.648,Average
Junaid Siddique,BAN,22.71,147.22,0.213,3.286,0.0,0.143,7.571,0.143,33.434,Good
RR Watson,SCOT,17.66,112.76,0.163,2.556,0.0,0.111,7.222,0.111,19.913,Average
Fitri Sham,MAL,11.28,98.13,0.093,0.714,0.333,0.048,3.619,0.0,11.069,Average
JL Ontong,SA,15.8,144.95,0.156,1.7,0.0,0.1,6.8,0.0,22.902,Good
Rizwan Mahmood,DEN,17.55,120.61,0.122,1.455,0.182,0.091,7.455,0.0,21.167,Good
Mudassar Bukhari,NED,8.72,103.28,0.092,0.538,0.308,0.038,3.577,0.0,9.006,Poor
Muhammad Amin,SWA/SWZ,17.44,119.84,0.191,2.778,0.0,0.111,5.222,0.222,20.9,Good
H Thaker,CAN,26.16,149.52,0.181,1.9,0.4,0.0,6.5,0.0,39.114,Good
DT Tiripano,ZIM,13.08,99.36,0.095,0.938,0.25,0.188,5.312,0.0,12.996,Average
Saad Khan,KSA,15.6,106.84,0.137,2.0,0.0,0.2,6.4,0.1,16.667,Average
JOP Scamans,Fin,13.0,104.69,0.074,0.733,0.2,0.2,7.333,0.0,13.61,Average
Towhid Hridoy,BAN,26.0,135.65,0.165,2.714,0.143,0.0,9.429,0.0,35.269,Good
KJ Young,Blz,22.28,103.31,0.126,2.111,0.222,0.111,8.0,0.0,23.017,Good
SP Narine,WI,10.33,112.31,0.13,0.783,0.348,0.087,3.174,0.0,11.602,Average
S Vijay Unni,MAL,19.37,90.64,0.07,1.0,0.333,0.0,8.25,0.0,17.557,Average
Ansar Iqbal,NOR,22.0,114.92,0.157,2.625,0.125,0.0,7.75,0.0,25.282,Good
Hadisullah Tarakhel,Belg,38.5,183.33,0.321,5.4,0.2,0.0,4.8,0.2,70.582,Good
Khaibar Deldar,HUN,11.0,113.23,0.154,1.5,0.0,0.143,4.0,0.0,12.455,Average
Shahbaz Badar,BHR,11.0,96.25,0.1,1.143,0.0,0.286,6.286,0.0,10.588,Average
Wahab Riaz,PAK,12.83,125.2,0.138,0.944,0.333,0.111,4.0,0.0,16.063,Average
AJ Hosein,WI,21.85,120.47,0.142,1.059,0.588,0.059,3.941,0.0,26.323,Good
A Mutreja,SGP,25.5,127.5,0.133,2.667,0.0,0.167,12.167,0.167,32.513,Good
DK Anefie,Ghana,12.66,139.44,0.138,1.0,0.2,0.467,5.067,0.0,17.653,Average
SJ Cotter,Samoa,15.2,102.01,0.128,1.9,0.0,0.1,6.8,0.0,15.506,Average
Mahmud Jasat,PNM,16.88,77.15,0.061,1.2,0.1,0.0,10.0,0.0,13.023,Average
P Suanchuai,THAI,12.66,70.04,0.046,0.714,0.143,0.071,7.429,0.0,8.867,Poor
HD Rutherford,NZ,21.57,143.8,0.2,3.0,0.0,0.143,7.0,0.143,31.018,Good
NM Coulter-Nile,AUS,13.63,125.0,0.167,1.333,0.267,0.2,3.333,0.0,17.038,Average
Delawar Khan,DEN,13.63,121.95,0.146,1.2,0.267,0.133,3.733,0.0,16.622,Average
